goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0.0,0.0,0.0,1.79,57.58,0.94,37.04,0.28,0.0,77.81,2.73,48.33,90,0.75,0.38,0.28,1.69,0,0,0,0.75,0.09,0,0,0,0,7.9,0.0,24.08,0.94,0.47,14.29,1.69,47.37,1.13,1.03,0.47,0.0,0.75,0.19,0.09,0.0,0.09,0.19,,0,0,0,Amaury Torralvo,Deportivo La Equidad
0.62,0.0,0.0,2.48,44.44,0.62,33.33,1.24,0.0,81.4,3.1,41.67,90,1.24,1.24,0.0,1.86,0,0,0,0.62,1.24,0,0,0,0,6.83,0.0,21.72,0.0,0.0,0.0,2.48,57.14,1.24,0.0,0.62,0.0,1.86,0.62,0.62,33.33,0.0,0.0,,0,0,0,David Lemos,América de Cali
0.0,0.0,0.0,6.1,50.0,0.0,0.0,1.53,0.0,64.29,6.1,44.44,90,1.53,1.53,1.53,1.53,0,0,0,0.0,0.0,0,0,0,0,7.63,0.0,13.73,3.05,1.53,50.0,1.53,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,Oscar Vallecilla,Deportes Tolima
0.0,0.0,0.0,2.97,37.5,0.0,0.0,0.0,0.0,28.57,2.97,37.5,90,0.99,2.97,1.98,2.97,0,0,0,0.0,0.0,0,0,0,0,1.98,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,3.96,0.99,0.0,0.0,0.0,,0,0,0,Javier Ortiz,América de Cali
0.13,0.5,0.0,3.77,37.97,1.51,30.77,2.01,0.13,65.85,5.28,35.59,90,1.38,3.27,2.26,2.51,0,0,0,0.63,0.13,0,0,0,0,4.53,0.13,10.18,1.13,0.0,0.0,0.25,66.67,0.25,0.88,0.25,0.38,3.27,1.26,0.63,3.85,0.0,1.13,,0,0,0,Diber Cambindo,Independiente Medellín
0.14,0.14,0.0,3.08,40.74,2.94,38.89,0.28,0.14,59.18,6.03,39.81,90,1.82,2.38,1.26,1.54,0,0,0,0.7,0.14,0,0,0,0,4.35,0.14,8.13,0.7,0.0,0.0,0.28,28.57,0.28,0.84,0.7,0.56,2.8,1.26,0.14,5.0,0.14,0.98,,0,0,0,Diego Valdes,Once Caldas
0.0,0.35,0.0,1.21,36.84,2.76,44.44,0.17,0.0,71.19,3.97,41.82,90,0.52,1.21,0.52,1.38,0,0,0,0.69,0.0,0,0,0,0,5.01,0.17,14.51,0.69,0.0,0.0,1.9,73.33,0.52,0.52,0.35,0.17,1.55,0.69,0.17,0.0,0.0,0.52,,0,0,0,Agustín Vuletich,Deportivo Cali
0.0,0.0,0.0,5.98,56.72,0.47,30.0,2.83,0.16,77.46,6.45,53.25,90,1.57,0.79,1.73,2.2,0,0,0,1.26,0.0,0,0,0,0,6.29,0.16,17.31,1.42,0.47,37.5,0.63,44.44,1.26,0.47,0.47,0.31,1.42,0.16,0.63,0.0,0.31,0.0,,0,0,0,José Sinisterra,Deportivo Pereira
0.0,0.35,0.0,3.84,50.0,6.29,58.06,1.22,0.0,59.23,10.14,54.72,90,1.57,1.22,0.87,2.97,0,0,0,1.92,0.0,0,0,0,0,4.54,0.0,13.46,0.7,0.17,25.0,0.87,62.5,0.52,1.4,0.35,0.17,1.75,0.7,0.0,0.0,0.0,1.22,,0,0,0,Fernando Coniglio,Independiente Santa Fe
0.09,0.54,0.09,3.79,48.84,1.44,47.06,0.45,0.0,75.28,5.24,48.33,90,2.17,0.81,1.53,1.17,0,0,0,1.17,0.09,0,0,0,0,8.94,0.0,18.14,1.08,0.81,18.75,0.9,43.48,0.54,0.81,0.45,0.18,1.99,0.54,0.36,4.55,0.0,0.18,,0,0,0,Jhon Vásquez,Deportivo Cali
0.0,0.0,0.0,2.16,30.77,0.54,100.0,0.0,0.0,83.33,2.69,35.71,90,1.08,1.08,1.62,2.69,0,0,0,0.54,0.0,0,0,0,0,5.39,0.54,13.47,2.69,2.69,55.56,0.54,100.0,1.08,0.54,0.0,0.0,1.62,0.54,0.54,0.0,0.0,0.0,,0,0,0,Lewis Sinisterra,Internacional de Palmira
0.28,0.56,0.0,1.81,27.08,3.34,48.98,0.14,0.0,59.46,5.15,38.14,90,0.98,2.51,1.39,1.95,0,0,0,0.98,0.0,0,0,0,0,4.32,0.0,9.2,0.42,0.0,0.0,0.28,66.67,0.0,0.56,0.28,0.0,1.25,0.28,0.14,22.22,0.0,0.98,,0,0,0,Alejandro Gabriel Quintana,América de Cali
0.0,0.0,0.0,3.53,50.0,5.29,75.0,0.0,0.0,91.67,8.82,62.5,90,1.76,0.0,3.53,3.53,0,0,0,0.0,0.0,0,0,0,0,5.29,0.0,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.76,0.0,0.0,0.0,0.0,,0,0,0,Juan Sebastian Herrera,Internacional de Palmira
0.0,0.0,0.0,2.7,100.0,0.0,0.0,0.0,0.0,71.43,2.7,100.0,90,2.7,0.0,0.0,2.7,0,0,0,1.8,0.0,0,0,0,0,5.4,0.0,13.5,1.8,0.0,0.0,0.9,50.0,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,,0,0,0,Tomás Ángel,Atlético Nacional
0.0,0.67,0.0,2.14,36.36,1.2,52.94,0.67,0.0,60.4,3.34,40.98,90,1.07,2.0,1.34,1.47,0,0,0,1.34,0.13,0,0,0,0,4.41,0.27,8.15,0.93,0.13,20.0,0.13,100.0,0.27,1.87,0.0,0.4,2.14,1.07,0.27,0.0,0.0,1.34,,0,0,0,Ángelo Rodríguez,Deportivo Cali
